consom,breakdown,currency,geo\time	2014S2 	2013S2 	2012S2 	2011S2 	2010S2 	2009S2 	2008S2 	2007S2 
4161903,DP_TL,NAT,SE	0.6223 	0.6361 	0.6298 	0.6424 	0.6300 	0.6110 	0.6020 	0.5556 
4161903,DP_TL,NAT,SI	0.0481 	0.0481 	0.0350 	0.0342 	0.0368 	0.0291 	0.0237 	: 
4161903,DP_TL,NAT,SK	0.0286 	0.0312 	0.0318 	0.0315 	0.0261 	0.0249 	0.7400 	0.7300 
4161903,DP_TL,NAT,TR	0.0770 	0.0701 	0.0688 	0.0558 	0.0555 	0.0527 	0.0486 	: 
4161903,DP_TL,NAT,UK	0.0076 	0.0072 	0.0068 	0.0069 	: 	0.0060 	0.0060 	: 
4161903,DP_TL,NAT,XK	0.0145 	0.0156 	: 	: 	: 	: 	: 	: 
4161903,DP_TL,PPS,AT	0.0628 	0.0588 	0.0554 	0.0471 	0.0480 	0.0471 	0.0461 	: 
4161903,DP_TL,PPS,BA	: 	0.0238 	0.0243 	: 	: 	: 	: 	: 
4161903,DP_TL,PPS,BE	0.0329 	0.0510 	0.0487 	0.0472 	0.0463 	0.0415 	0.0477 	0.0363 
4161903,DP_TL,PPS,BG	0.0317 	0.0310 	0.0338 	0.0311 	0.0310 	0.0309 	0.0323 	0.0298 
4161903,DP_TL,PPS,CY	0.0502 	0.0507 	0.0546 	0.0411 	0.0374 	: 	: 	: 
4161903,DP_TL,PPS,CZ	0.0363 	0.0400 	0.0374 	0.0360 	0.0334 	0.0308 	0.0296 	0.0268 
4161903,DP_TL,PPS,DE	0.1472 	0.1362 	0.1204 	0.1093 	0.0950 	0.0868 	0.0822 	0.0807 
4161903,DP_TL,PPS,DK	0.1280 	0.1238 	0.1240 	0.1227 	0.1107 	0.1023 	0.1063 	0.1009 
4161903,DP_TL,PPS,EE	0.0459 	0.0494 	0.0464 	0.0402 	0.0434 	0.0320 	0.0255 	0.0198 
4161903,DP_TL,PPS,EL	0.0686 	0.0590 	0.0387 	0.0253 	0.0275 	0.0205 	: 	: 
4161903,DP_TL,PPS,ES	0.0566 	0.0540 	0.0537 	0.0434 	0.0354 	0.0321 	0.0304 	: 
4161903,DP_TL,PPS,FI	0.0392 	0.0383 	0.0383 	0.0386 	0.0289 	0.0267 	0.0271 	0.0243 
4161903,DP_TL,PPS,FR	0.0496 	0.0434 	0.0385 	: 	: 	: 	: 	: 
4161903,DP_TL,PPS,HR	0.0491 	0.0457 	0.0441 	0.0330 	0.0318 	0.0332 	0.0326 	0.0296 
4161903,DP_TL,PPS,HU	0.0433 	0.0535 	0.0647 	: 	0.0554 	0.0555 	0.0410 	0.0529 
4161903,DP_TL,PPS,IE	0.0405 	0.0343 	0.0306 	0.0299 	: 	: 	: 	: 
4161903,DP_TL,PPS,IS	0.0203 	0.0199 	0.0215 	: 	: 	: 	: 	: 
4161903,DP_TL,PPS,IT	0.0867 	0.0815 	0.0769 	0.0642 	0.0520 	0.0506 	0.0538 	: 
4161903,DP_TL,PPS,LT	0.0710 	0.0836 	0.0365 	0.0351 	0.0357 	0.0256 	0.0209 	0.0245 
4161903,DP_TL,PPS,LU	0.0258 	0.0179 	0.0194 	0.0190 	0.0248 	0.0190 	0.0188 	0.0178 
4161903,DP_TL,PPS,LV	0.0652 	0.0730 	0.0600 	0.0362 	0.0147 	0.0141 	0.0067 	0.0051 
4161903,DP_TL,PPS,ME	0.0238 	0.0265 	0.0255 	0.0253 	: 	: 	: 	: 
4161903,DP_TL,PPS,MT	0.0074 	0.0103 	0.0104 	0.0106 	0.0114 	0.0104 	0.0107 	0.0067 
4161903,DP_TL,PPS,NL	0.0424 	0.0493 	0.0474 	0.0450 	0.0446 	0.0417 	0.0426 	0.0429 
4161903,DP_TL,PPS,NO	0.0323 	0.0331 	0.0320 	0.0338 	0.0352 	0.0316 	0.0352 	0.0313 
4161903,DP_TL,PPS,PL	0.0539 	0.0553 	0.0572 	0.0530 	0.0501 	0.0474 	0.0432 	0.0509 
4161903,DP_TL,PPS,PT	0.1196 	0.1139 	0.1116 	0.0990 	0.0731 	0.0251 	0.0515 	: 
4161903,DP_TL,PPS,RO	0.0663 	0.0772 	0.0696 	0.0533 	0.0437 	0.0330 	0.0330 	0.0335 
4161903,DP_TL,PPS,RS	0.0222 	0.0218 	: 	: 	: 	: 	: 	: 
4161903,DP_TL,PPS,SE	0.0525 	0.0545 	0.0543 	0.0548 	0.0535 	0.0516 	0.0536 	0.0507 
4161903,DP_TL,PPS,SI	0.0602 	0.0597 	0.0433 	0.0409 	0.0438 	0.0340 	0.0292 	: 
4161903,DP_TL,PPS,SK	0.0429 	0.0459 	0.0466 	0.0458 	0.0390 	0.0366 	0.0346 	0.0322 
4161903,DP_TL,PPS,TR	0.0485 	0.0476 	0.0497 	0.0424 	0.0450 	0.0435 	0.0427 	: 
4161903,DP_TL,PPS,UK	0.0081 	0.0078 	0.0074 	0.0074 	: 	0.0069 	0.0072 	: 
4161904,DP_ES,EUR,AT	0.0674 	0.0727 	0.0736 	0.0778 	0.0707 	0.0707 	0.0664 	: 
4161904,DP_ES,EUR,BA	: 	0.0340 	0.0339 	: 	: 	: 	: 	: 
4161904,DP_ES,EUR,BE	0.0601 	0.0615 	0.0662 	0.0644 	0.0634 	0.0584 	0.0846 	0.0589 
4161904,DP_ES,EUR,BG	0.0533 	0.0449 	0.0474 	0.0413 	0.0473 	0.0429 	0.0399 	0.0328 
4161904,DP_ES,EUR,CY	0.1538 	0.1651 	0.2033 	0.1649 	0.1322 	: 	: 	: 
4161904,DP_ES,EUR,CZ	0.0376 	0.0476 	0.0517 	0.0483 	0.0515 	0.0687 	0.0615 	0.0482 
4161904,DP_ES,EUR,DE	0.0744 	0.0801 	0.0783 	0.0791 	0.0815 	0.0730 	0.0724 	0.0629 
4161904,DP_ES,EUR,DK	0.0436 	0.0456 	0.0501 	0.0650 	0.0573 	0.0442 	0.0778 	0.0388 
4161904,DP_ES,EUR,EE	0.0450 	0.0466 	0.0463 	0.0316 	0.0307 	0.0320 	0.0305 	0.0281 
4161904,DP_ES,EUR,EL	0.0955 	0.0952 	0.0849 	0.0782 	0.0835 	0.0841 	: 	: 
4161904,DP_ES,EUR,ES	0.1229 	0.1317 	0.0755 	0.0860 	0.0763 	0.0886 	0.0853 	: 
4161904,DP_ES,EUR,FI	0.0504 	0.0548 	0.0565 	0.0585 	0.0526 	0.0512 	0.0514 	0.0439 
4161904,DP_ES,EUR,FR	0.0572 	0.0551 	0.0523 	: 	: 	: 	: 	: 
4161904,DP_ES,EUR,HR	0.0577 	0.0607 	0.0640 	0.0525 	0.0542 	0.0548 	0.0543 	0.0369 
4161904,DP_ES,EUR,HU	0.0471 	0.0574 	0.0670 	: 	0.0701 	0.0757 	0.0799 	0.0612 
4161904,DP_ES,EUR,IE	0.1214 	0.1084 	0.1152 	0.1053 	: 	: 	: 	: 
4161904,DP_ES,EUR,IS	0.0332 	0.0304 	0.0307 	: 	: 	: 	: 	: 
4161904,DP_ES,EUR,IT	0.0975 	0.1053 	0.1089 	0.0978 	0.0947 	0.1103 	0.1108 	: 
4161904,DP_ES,EUR,LI	0.0715 	: 	: 	: 	: 	: 	: 	: 
4161904,DP_ES,EUR,LT	0.0503 	0.0481 	0.0491 	0.0487 	0.0463 	0.0377 	0.0363 	0.0311 
4161904,DP_ES,EUR,LU	0.0651 	0.0650 	0.0700 	0.0652 	0.0650 	0.0808 	0.0593 	0.0592 
4161904,DP_ES,EUR,LV	0.0366 	0.0363 	0.0462 	0.0618 	0.0492 	0.0494 	0.0492 	0.0359 
4161904,DP_ES,EUR,ME	0.0397 	0.0373 	0.0385 	0.0346 	: 	: 	: 	: 
4161904,DP_ES,EUR,MT	0.1171 	0.1549 	0.1527 	0.1527 	0.1518 	0.1286 	0.1495 	0.0997 
4161904,DP_ES,EUR,NL	0.0699 	0.0721 	0.0752 	0.0746 	0.0758 	0.0887 	0.0821 	0.0782 
4161904,DP_ES,EUR,NO	0.0396 	0.0449 	0.0363 	0.0468 	0.0536 	0.0394 	0.0536 	0.0345 
4161904,DP_ES,EUR,PL	0.0560 	0.0587 	0.0633 	0.0576 	0.0587 	0.0526 	0.0497 	0.0387 
4161904,DP_ES,EUR,PT	0.0690 	0.0720 	0.0691 	0.0570 	0.0566 	0.0784 	0.0633 	: 
4161904,DP_ES,EUR,RO	0.0367 	0.0356 	0.0262 	0.0311 	0.0309 	0.0272 	0.0355 	0.0370 
4161904,DP_ES,EUR,RS	0.0243 	0.0246 	: 	: 	: 	: 	: 	: 
4161904,DP_ES,EUR,SE	0.0460 	0.0546 	0.0577 	0.0613 	0.0642 	0.0518 	0.0591 	0.0501 
4161904,DP_ES,EUR,SI	0.0576 	0.0599 	0.0611 	0.0597 	0.0565 	0.0565 	0.0476 	: 
4161904,DP_ES,EUR,SK	0.0523 	0.0617 	0.0659 	0.0639 	0.0695 	0.0764 	0.0603 	0.0481 
4161904,DP_ES,EUR,TR	0.0744 	0.0757 	0.0832 	0.0628 	0.0898 	0.0785 	0.0828 	: 
4161904,DP_ES,EUR,UK	0.1349 	0.1245 	0.1215 	0.1046 	: 	0.0833 	0.0930 	: 
4161904,DP_ES,EUR,XK	0.0205 	0.0210 	: 	: 	: 	: 	: 	: 
4161904,DP_ES,NAT,AT	0.0674 	0.0727 	0.0736 	0.0778 	0.0707 	0.0707 	0.0664 	: 
4161904,DP_ES,NAT,BA	: 	0.0667 	0.0664 	: 	: 	: 	: 	: 
4161904,DP_ES,NAT,BE	0.0601 	0.0615 	0.0662 	0.0644 	0.0634 	0.0584 	0.0846 	0.0589 
4161904,DP_ES,NAT,BG	0.1043 	0.0879 	0.0927 	0.0808 	0.0926 	0.0840 	0.0780 	0.0641 
4161904,DP_ES,NAT,CY	0.1538 	0.1651 	0.2033 	0.1649 	0.1322 	: 	: 	: 
4161904,DP_ES,NAT,CZ	1.0400 	1.2500 	1.3000 	1.2000 	1.2800 	1.7700 	1.5200 	1.3200 
4161904,DP_ES,NAT,DE	0.0744 	0.0801 	0.0783 	0.0791 	0.0815 	0.0730 	0.0724 	0.0629 
4161904,DP_ES,NAT,DK	0.3249 	0.3403 	0.3736 	0.4842 	0.4272 	0.3289 	0.5798 	0.2889 
4161904,DP_ES,NAT,EE	0.0450 	0.0466 	0.0463 	0.0316 	0.4800 	0.5010 	0.4770 	0.4400 
4161904,DP_ES,NAT,EL	0.0955 	0.0952 	0.0849 	0.0782 	0.0835 	0.0841 	: 	: 
4161904,DP_ES,NAT,ES	0.1229 	0.1317 	0.0755 	0.0860 	0.0763 	0.0886 	0.0853 	: 
4161904,DP_ES,NAT,FI	0.0504 	0.0548 	0.0565 	0.0585 	0.0526 	0.0512 	0.0514 	0.0439 
4161904,DP_ES,NAT,FR	0.0572 	0.0551 	0.0523 	: 	: 	: 	: 	: 
4161904,DP_ES,NAT,HR	0.4411 	0.4606 	0.4801 	0.3930 	0.3960 	0.4000 	0.3900 	0.2700 
4161904,DP_ES,NAT,HU	14.6309 	17.0860 	18.9609 	: 	19.5600 	20.5294 	19.9426 	15.4546 
4161904,DP_ES,NAT,IE	0.1214 	0.1084 	0.1152 	0.1053 	: 	: 	: 	: 
4161904,DP_ES,NAT,IS	5.1281 	4.9176 	4.8659 	: 	: 	: 	: 	: 
4161904,DP_ES,NAT,IT	0.0975 	0.1053 	0.1089 	0.0978 	0.0947 	0.1103 	0.1108 	: 
4161904,DP_ES,NAT,LI	0.0864 	: 	: 	: 	: 	: 	: 	: 
4161904,DP_ES,NAT,LT	0.1737 	0.1662 	0.1696 	0.1681 	0.1598 	0.1303 	0.1253 	0.1073 
4161904,DP_ES,NAT,LU	0.0651 	0.0650 	0.0700 	0.0652 	0.0650 	0.0808 	0.0593 	0.0592 
4161904,DP_ES,NAT,LV	0.0366 	0.0255 	0.0322 	0.0436 	0.0349 	0.0348 	0.0348 	0.0251 
4161904,DP_ES,NAT,ME	0.0397 	0.0373 	0.0385 	0.0346 	: 	: 	: 	: 
4161904,DP_ES,NAT,MT	0.1171 	0.1549 	0.1527 	0.1527 	0.1518 	0.1286 	0.1495 	0.0428 
4161904,DP_ES,NAT,NL	0.0699 	0.0721 	0.0752 	0.0746 	0.0758 	0.0887 	0.0821 	0.0782 
4161904,DP_ES,NAT,NO	0.3339 	0.3627 	0.2678 	0.3630 	0.4290 	0.3379 	0.4552 	0.2725 
4161904,DP_ES,NAT,PL	0.2348 	0.2474 	0.2609 	0.2470 	0.2339 	0.2202 	0.1758 	0.1440 
4161904,DP_ES,NAT,PT	0.0690 	0.0720 	0.0691 	0.0570 	0.0566 	0.0784 	0.0633 	: 
4161904,DP_ES,NAT,RO	0.1625 	0.1582 	0.1184 	0.1336 	0.1321 	0.1156 	0.1314 	0.1236 
4161904,DP_ES,NAT,RS	2.8837 	2.8128 	: 	: 	: 	: 	: 	: 
4161904,DP_ES,NAT,SE	0.4254 	0.4787 	0.4921 	0.5586 	0.5970 	0.5380 	0.5820 	0.4647 
4161904,DP_ES,NAT,SI	0.0576 	0.0599 	0.0611 	0.0597 	0.0565 	0.0565 	0.0476 	: 
4161904,DP_ES,NAT,SK	0.0523 	0.0617 	0.0659 	0.0639 	0.0695 	0.0764 	1.8300 	1.6100 
4161904,DP_ES,NAT,TR	0.2117 	0.2030 	0.1907 	0.1547 	0.1771 	0.1707 	0.1594 	: 
4161904,DP_ES,NAT,UK	0.1068 	0.1055 	0.0971 	0.0907 	: 	0.0740 	0.0760 	: 
4161904,DP_ES,NAT,XK	0.0205 	0.0210 	: 	: 	: 	: 	: 	: 
4161904,DP_ES,PPS,AT	0.0610 	0.0651 	0.0668 	0.0703 	0.0641 	0.0630 	0.0608 	: 
4161904,DP_ES,PPS,BA	: 	0.0699 	0.0704 	: 	: 	: 	: 	: 
4161904,DP_ES,PPS,BE	0.0542 	0.0546 	0.0598 	0.0580 	0.0572 	0.0512 	0.0757 	0.0539 
4161904,DP_ES,PPS,BG	0.1131 	0.0945 	0.1008 	0.0873 	0.1068 	0.0961 	0.0933 	0.0817 
4161904,DP_ES,PPS,CY	0.1750 	0.1850 	0.2239 	0.1792 	0.1490 	: 	: 	: 
4161904,DP_ES,PPS,CZ	0.0589 	0.0705 	0.0736 	0.0676 	0.0700 	0.0958 	0.0833 	0.0768 
4161904,DP_ES,PPS,DE	0.0714 	0.0762 	0.0758 	0.0761 	0.0781 	0.0679 	0.0697 	0.0614 
4161904,DP_ES,PPS,DK	0.0323 	0.0335 	0.0371 	0.0481 	0.0420 	0.0316 	0.0565 	0.0285 
4161904,DP_ES,PPS,EE	0.0603 	0.0639 	0.0434 	0.0455 	0.0452 	0.0457 	0.0429 	0.0414 
4161904,DP_ES,PPS,EL	0.1152 	0.1115 	0.0949 	0.0843 	0.0908 	0.0907 	: 	: 
4161904,DP_ES,PPS,ES	0.1374 	0.1462 	0.0834 	0.0922 	0.0812 	0.0939 	0.0925 	: 
4161904,DP_ES,PPS,FI	0.0405 	0.0444 	0.0468 	0.0486 	0.0441 	0.0426 	0.0438 	0.0379 
4161904,DP_ES,PPS,FR	0.0521 	0.0487 	0.0466 	: 	: 	: 	: 	: 
4161904,DP_ES,PPS,HR	0.0912 	0.0957 	0.0995 	0.0785 	0.0772 	0.0781 	0.0795 	0.0571 
4161904,DP_ES,PPS,HU	0.0837 	0.0998 	0.1127 	: 	0.1190 	0.1230 	0.1204 	0.0955 
4161904,DP_ES,PPS,IE	0.1091 	0.0984 	0.1051 	0.0955 	: 	: 	: 	: 
4161904,DP_ES,PPS,IS	0.0276 	0.0269 	0.0270 	: 	: 	: 	: 	: 
4161904,DP_ES,PPS,IT	0.0971 	0.1044 	0.1084 	0.0960 	0.0926 	0.1065 	0.1097 	: 
4161904,DP_ES,PPS,LT	0.0820 	0.0785 	0.0815 	0.0807 	0.0783 	0.0609 	0.0576 	0.0540 
4161904,DP_ES,PPS,LU	0.0546 	0.0536 	0.0593 	0.0550 	0.0538 	0.0670 	0.0511 	0.0520 
4161904,DP_ES,PPS,LV	0.0534 	0.0525 	0.0671 	0.0923 	0.0753 	0.0723 	0.0689 	0.0538 
4161904,DP_ES,PPS,ME	0.0773 	0.0743 	0.0784 	0.0705 	: 	: 	: 	: 
4161904,DP_ES,PPS,MT	0.1461 	0.1986 	0.1992 	0.2020 	0.2078 	0.1768 	0.2085 	0.1426 
4161904,DP_ES,PPS,NL	0.0640 	0.0657 	0.0689 	0.0678 	0.0681 	0.0793 	0.0761 	0.0740 
4161904,DP_ES,PPS,NO	0.0267 	0.0298 	0.0228 	0.0305 	0.0363 	0.0284 	0.0406 	0.0252 
4161904,DP_ES,PPS,PL	0.0970 	0.1026 	0.1082 	0.1020 	0.0981 	0.0888 	0.0740 	0.0634 
4161904,DP_ES,PPS,PT	0.0887 	0.0923 	0.0867 	0.0694 	0.0684 	0.0931 	0.0762 	: 
4161904,DP_ES,PPS,RO	0.0711 	0.0718 	0.0557 	0.0633 	0.0634 	0.0549 	0.0643 	0.0663 
4161904,DP_ES,PPS,RS	0.0507 	0.0511 	: 	: 	: 	: 	: 	: 
4161904,DP_ES,PPS,SE	0.0359 	0.0410 	0.0424 	0.0476 	0.0507 	0.0454 	0.0518 	0.0424 
4161904,DP_ES,PPS,SI	0.0721 	0.0744 	0.0755 	0.0715 	0.0672 	0.0659 	0.0586 	: 
4161904,DP_ES,PPS,SK	0.0785 	0.0908 	0.0965 	0.0930 	0.1040 	0.1124 	0.0856 	0.0709 
4161904,DP_ES,PPS,TR	0.1334 	0.1378 	0.1379 	0.1177 	0.1437 	0.1408 	0.1399 	: 
4161904,DP_ES,PPS,UK	0.1139 	0.1141 	0.1062 	0.0978 	: 	0.0849 	0.0912 	: 
4161904,DP_NC,EUR,AT	0.0502 	0.0518 	0.0539 	0.0535 	0.0567 	0.0567 	0.0533 	: 
4161904,DP_NC,EUR,BA	: 	0.0295 	0.0294 	: 	: 	: 	: 	: 
4161904,DP_NC,EUR,BE	0.0888 	0.0847 	0.0795 	0.0743 	0.0652 	0.0626 	0.0602 	0.0540 
4161904,DP_NC,EUR,BG	0.0199 	0.0295 	0.0331 	0.0309 	0.0221 	0.0256 	0.0281 	0.0266 
4161904,DP_NC,EUR,CY	0.0377 	0.0374 	0.0374 	0.0364 	0.0355 	: 	: 	: 
4161904,DP_NC,EUR,CZ	0.0518 	0.0579 	0.0537 	0.0528 	0.0434 	0.0287 	0.0271 	0.0237 
4161904,DP_NC,EUR,DE	0.0573 	0.0560 	0.0528 	0.0530 	0.0509 	0.0502 	0.0483 	0.0558 
4161904,DP_NC,EUR,DK	0.0710 	0.0629 	0.0616 	0.0484 	0.0448 	0.0510 	0.0378 	0.0482 
4161904,DP_NC,EUR,EE	0.0501 	0.0507 	0.0308 	0.0429 	0.0377 	0.0356 	0.0344 	0.0351 
4161904,DP_NC,EUR,EL	0.0246 	0.0242 	0.0257 	0.0250 	0.0253 	0.0255 	: 	: 
4161904,DP_NC,EUR,ES	0.0430 	0.0320 	0.0887 	0.0703 	0.0624 	0.0380 	0.0366 	: 
4161904,DP_NC,EUR,FI	0.0388 	0.0387 	0.0376 	0.0374 	0.0359 	0.0337 	0.0309 	0.0299 
4161904,DP_NC,EUR,FR	0.0507 	0.0433 	0.0428 	: 	: 	: 	: 	: 
4161904,DP_NC,EUR,HR	0.0395 	0.0405 	0.0410 	0.0354 	0.0356 	0.0356 	0.0362 	0.0383 
4161904,DP_NC,EUR,HU	0.0403 	0.0412 	0.0503 	: 	0.0487 	0.0482 	0.0463 	0.0375 
4161904,DP_NC,EUR,IE	0.0629 	0.0724 	0.0592 	0.0537 	: 	: 	: 	: 
4161904,DP_NC,EUR,IS	0.0468 	0.0434 	0.0443 	: 	: 	: 	: 	: 
4161904,DP_NC,EUR,IT	0.0803 	0.0787 	0.0746 	0.0757 	0.0789 	0.0832 	0.0600 	: 
4161904,DP_NC,EUR,LI	0.0680 	: 	: 	: 	: 	: 	: 	: 
4161904,DP_NC,EUR,LT	0.0351 	0.0369 	0.0533 	0.0489 	0.0513 	0.0356 	0.0334 	0.0383 
4161904,DP_NC,EUR,LU	0.0650 	0.0654 	0.0668 	0.0673 	0.0680 	0.0674 	0.0689 	0.0717 
4161904,DP_NC,EUR,LV	0.0564 	0.0564 	0.0569 	0.0561 	0.0462 	0.0464 	0.0461 	0.0326 
4161904,DP_NC,EUR,ME	0.0423 	0.0433 	0.0397 	0.0372 	: 	: 	: 	: 
4161904,DP_NC,EUR,MT	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0219 
4161904,DP_NC,EUR,NL	0.0443 	0.0486 	0.0457 	0.0438 	0.0387 	0.0393 	0.0406 	0.0401 
4161904,DP_NC,EUR,NO	0.0402 	0.0426 	0.0468 	0.0465 	0.0448 	0.0376 	0.0362 	0.0386 
4161904,DP_NC,EUR,PL	0.0502 	0.0493 	0.0474 	0.0419 	0.0457 	0.0387 	0.0454 	0.0407 
4161904,DP_NC,EUR,PT	0.0564 	0.0444 	0.0381 	0.0382 	0.0392 	0.0449 	0.0319 	: 
4161904,DP_NC,EUR,RO	0.0527 	0.0521 	0.0487 	0.0509 	0.0518 	0.0513 	0.0565 	0.0591 
4161904,DP_NC,EUR,RS	0.0248 	0.0259 	: 	: 	: 	: 	: 	: 
4161904,DP_NC,EUR,SE	0.0525 	0.0542 	0.0527 	0.0502 	0.0432 	0.0363 	0.0360 	0.0398 
4161904,DP_NC,EUR,SI	0.0488 	0.0485 	0.0489 	0.0466 	0.0429 	0.0418 	0.0394 	: 
4161904,DP_NC,EUR,SK	0.0575 	0.0611 	0.0589 	0.0615 	0.0530 	0.0545 	0.0491 	0.0442 
4161904,DP_NC,EUR,TR	0.0301 	0.0294 	0.0341 	0.0288 	0.0195 	0.0150 	0.0141 	: 
4161904,DP_NC,EUR,UK	0.0382 	0.0330 	0.0323 	0.0296 	: 	0.0360 	0.0404 	: 
4161904,DP_NC,EUR,XK	0.0238 	0.0253 	: 	: 	: 	: 	: 	: 
4161904,DP_NC,NAT,AT	0.0502 	0.0518 	0.0539 	0.0535 	0.0567 	0.0567 	0.0533 	: 
4161904,DP_NC,NAT,BA	: 	0.0578 	0.0577 	: 	: 	: 	: 	: 
4161904,DP_NC,NAT,BE	0.0888 	0.0847 	0.0795 	0.0743 	0.0652 	0.0626 	0.0602 	0.0540 
4161904,DP_NC,NAT,BG	0.0390 	0.0576 	0.0648 	0.0605 	0.0432 	0.0500 	0.0550 	0.0520 
4161904,DP_NC,NAT,CY	0.0377 	0.0374 	0.0374 	0.0364 	0.0355 	: 	: 	: 
4161904,DP_NC,NAT,CZ	1.4300 	1.5200 	1.3500 	1.3100 	1.0800 	0.7400 	0.6700 	0.6500 
4161904,DP_NC,NAT,DE	0.0573 	0.0560 	0.0528 	0.0530 	0.0509 	0.0502 	0.0483 	0.0558 
4161904,DP_NC,NAT,DK	0.5291 	0.4688 	0.4590 	0.3606 	0.3340 	0.3795 	0.2818 	0.3589 
4161904,DP_NC,NAT,EE	0.0501 	0.0507 	0.0308 	0.0429 	0.5900 	0.5570 	0.5390 	0.5490 
4161904,DP_NC,NAT,EL	0.0246 	0.0242 	0.0257 	0.0250 	0.0253 	0.0255 	: 	: 
4161904,DP_NC,NAT,ES	0.0430 	0.0320 	0.0887 	0.0703 	0.0624 	0.0380 	0.0366 	: 
4161904,DP_NC,NAT,FI	0.0388 	0.0387 	0.0376 	0.0374 	0.0359 	0.0337 	0.0309 	0.0299 
4161904,DP_NC,NAT,FR	0.0507 	0.0433 	0.0428 	: 	: 	: 	: 	: 
4161904,DP_NC,NAT,HR	0.3019 	0.3070 	0.3074 	0.2650 	0.2600 	0.2600 	0.2600 	0.2800 
4161904,DP_NC,NAT,HU	12.5148 	12.2527 	14.2400 	: 	13.5800 	13.0695 	11.5627 	9.4505 
4161904,DP_NC,NAT,IE	0.0629 	0.0724 	0.0592 	0.0537 	: 	: 	: 	: 
4161904,DP_NC,NAT,IS	7.2119 	7.0224 	7.0222 	: 	: 	: 	: 	: 
4161904,DP_NC,NAT,IT	0.0803 	0.0787 	0.0746 	0.0757 	0.0789 	0.0832 	0.0600 	: 
4161904,DP_NC,NAT,LI	0.0821 	: 	: 	: 	: 	: 	: 	: 
4161904,DP_NC,NAT,LT	0.1212 	0.1273 	0.1842 	0.1690 	0.1772 	0.1228 	0.1154 	0.1324 
4161904,DP_NC,NAT,LU	0.0650 	0.0654 	0.0668 	0.0673 	0.0680 	0.0674 	0.0689 	0.0717 
4161904,DP_NC,NAT,LV	0.0564 	0.0396 	0.0396 	0.0396 	0.0328 	0.0327 	0.0326 	0.0228 
4161904,DP_NC,NAT,ME	0.0423 	0.0433 	0.0397 	0.0372 	: 	: 	: 	: 
4161904,DP_NC,NAT,MT	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0220 	0.0094 
4161904,DP_NC,NAT,NL	0.0443 	0.0486 	0.0457 	0.0438 	0.0387 	0.0393 	0.0406 	0.0401 
4161904,DP_NC,NAT,NO	0.3391 	0.3444 	0.3450 	0.3610 	0.3588 	0.3225 	0.3078 	0.3046 
4161904,DP_NC,NAT,PL	0.2103 	0.2077 	0.1957 	0.1797 	0.1823 	0.1621 	0.1605 	0.1515 
4161904,DP_NC,NAT,PT	0.0564 	0.0444 	0.0381 	0.0382 	0.0392 	0.0449 	0.0319 	: 
4161904,DP_NC,NAT,RO	0.2332 	0.2318 	0.2205 	0.2189 	0.2214 	0.2180 	0.2089 	0.1973 
4161904,DP_NC,NAT,RS	2.9435 	2.9595 	: 	: 	: 	: 	: 	: 
4161904,DP_NC,NAT,SE	0.4851 	0.4751 	0.4496 	0.4577 	0.4020 	0.3770 	0.3550 	0.3691 
4161904,DP_NC,NAT,SI	0.0488 	0.0485 	0.0489 	0.0466 	0.0429 	0.0418 	0.0394 	: 
4161904,DP_NC,NAT,SK	0.0575 	0.0611 	0.0589 	0.0615 	0.0530 	0.0545 	1.4900 	1.4800 
4161904,DP_NC,NAT,TR	0.0858 	0.0789 	0.0782 	0.0710 	0.0384 	0.0327 	0.0272 	: 
4161904,DP_NC,NAT,UK	0.0302 	0.0280 	0.0258 	0.0257 	: 	0.0320 	0.0330 	: 
4161904,DP_NC,NAT,XK	0.0238 	0.0253 	: 	: 	: 	: 	: 	: 
4161904,DP_NC,PPS,AT	0.0454 	0.0464 	0.0489 	0.0483 	0.0514 	0.0505 	0.0488 	: 
4161904,DP_NC,PPS,BA	: 	0.0606 	0.0611 	: 	: 	: 	: 	: 
4161904,DP_NC,PPS,BE	0.0800 	0.0752 	0.0718 	0.0669 	0.0588 	0.0549 	0.0538 	0.0494 
4161904,DP_NC,PPS,BG	0.0423 	0.0619 	0.0705 	0.0653 	0.0498 	0.0572 	0.0658 	0.0663 
4161904,DP_NC,PPS,CY	0.0429 	0.0419 	0.0412 	0.0396 	0.0400 	: 	: 	: 
4161904,DP_NC,PPS,CZ	0.0810 	0.0857 	0.0764 	0.0738 	0.0591 	0.0400 	0.0367 	0.0378 
4161904,DP_NC,PPS,DE	0.0550 	0.0533 	0.0511 	0.0510 	0.0488 	0.0467 	0.0465 	0.0545 
4161904,DP_NC,PPS,DK	0.0527 	0.0461 	0.0456 	0.0358 	0.0329 	0.0364 	0.0275 	0.0354 
4161904,DP_NC,PPS,EE	0.0671 	0.0695 	0.0653 	0.0618 	0.0556 	0.0508 	0.0485 	0.0517 
4161904,DP_NC,PPS,EL	0.0297 	0.0284 	0.0287 	0.0269 	0.0275 	0.0275 	: 	: 
4161904,DP_NC,PPS,ES	0.0481 	0.0355 	0.0980 	0.0754 	0.0664 	0.0403 	0.0397 	: 
